Temperature;Date;Time
22.0;2021-10-15;13:32:04.838086858
22.0;2021-10-15;13:32:08.172287564
22.0;2021-10-15;13:32:11.853640776
22.0;2021-10-15;13:32:14.666378352
22.0;2021-10-15;13:32:19.783609095
22.0;2021-10-15;13:32:24.125602487
22.0;2021-10-15;13:32:26.494667728
22.0;2021-10-15;13:32:29.823713485
22.0;2021-10-15;13:32:34.973277879
22.0;2021-10-15;13:32:39.182170073
22.0;2021-10-15;13:32:42.984422426
22.0;2021-10-15;13:32:46.246028238
22.0;2021-10-15;13:32:50.943791645
22.0;2021-10-15;13:32:54.793189481
22.0;2021-10-15;13:32:58.524463499
22.0;2021-10-15;13:33:02.831901375
22.0;2021-10-15;13:33:07.170870379
22.0;2021-10-15;13:33:10.984189842
22.0;2021-10-15;13:33:14.255635183
22.0;2021-10-15;13:33:17.161774944
22.0;2021-10-15;13:33:21.500073006
22.0;2021-10-15;13:33:25.773249228
22.0;2021-10-15;13:33:28.122333096
22.0;2021-10-15;13:33:34.794566125
22.0;2021-10-15;13:33:39.564889201
22.0;2021-10-15;13:33:43.831600921
22.0;2021-10-15;13:33:46.703808650
22.0;2021-10-15;13:33:50.015233296
22.0;2021-10-15;13:33:54.685776379
22.0;2021-10-15;13:33:58.514200138
22.0;2021-10-15;13:34:02.333061175
22.0;2021-10-15;13:34:04.682798367
22.0;2021-10-15;13:34:08.470739014
22.25;2021-10-15;13:34:11.860557600
22.0;2021-10-15;13:34:15.582156014
22.0;2021-10-15;13:34:18.423295224
22.0;2021-10-15;13:34:23.653220188
22.0;2021-10-15;13:34:27.450605305
22.0;2021-10-15;13:34:31.222453357
22.0;2021-10-15;13:34:35.060654510
22.0;2021-10-15;13:34:38.852687108
22.0;2021-10-15;13:34:43.903774234
-300.0;2021-10-15;13:34:47.552680078
22.0;2021-10-15;13:34:52.331364496
22.0;2021-10-15;13:34:54.172025959
22.0;2021-10-15;13:34:59.869326280
22.25;2021-10-15;13:35:03.173832004
22.0;2021-10-15;13:35:07.449923359
22.0;2021-10-15;13:35:10.212011720
-300.0;2021-10-15;13:35:13.419625183
22.25;2021-10-15;13:35:18.659613225
22.25;2021-10-15;13:35:21.965527506
22.25;2021-10-15;13:35:24.324144371
22.25;2021-10-15;13:35:28.991759243
22.0;2021-10-15;13:35:33.263480751
22.25;2021-10-15;13:35:35.100709442
22.25;2021-10-15;13:35:39.839101568
-300.0;2021-10-15;13:35:42.611038234
22.0;2021-10-15;13:35:46.979253063
22.0;2021-10-15;13:35:51.249020259
22.25;2021-10-15;13:35:56.319150324
22.25;2021-10-15;13:36:00.510618446
22.25;2021-10-15;13:36:04.252667879
22.25;2021-10-15;13:36:06.669990309
22.25;2021-10-15;13:36:11.488975311
22.25;2021-10-15;13:36:14.829315561
22.25;2021-10-15;13:36:18.560698606
22.25;2021-10-15;13:36:23.441160996
22.25;2021-10-15;13:36:26.230220252
22.25;2021-10-15;13:36:32.800761959
22.25;2021-10-15;13:36:37.932338161
22.25;2021-10-15;13:36:40.768768962
22.25;2021-10-15;13:36:44.517917544
22.25;2021-10-15;13:36:47.799409883
22.25;2021-10-15;13:36:51.088756330
22.25;2021-10-15;13:36:56.490240127
22.25;2021-10-15;13:37:00.767780731
22.25;2021-10-15;13:37:03.570485185
22.25;2021-10-15;13:37:07.900472932
-300.0;2021-10-15;13:37:10.088198859
22.25;2021-10-15;13:37:14.399353374
22.25;2021-10-15;13:37:19.209976194
22.25;2021-10-15;13:37:24.429142898
22.25;2021-10-15;13:37:28.179354425
22.25;2021-10-15;13:37:32.449339699
22.25;2021-10-15;13:37:36.049810406
22.25;2021-10-15;13:37:40.280980071
22.25;2021-10-15;13:37:42.668527950
22.25;2021-10-15;13:37:46.489831012
22.25;2021-10-15;13:37:49.807076297
22.25;2021-10-15;13:37:54.068534186
22.25;2021-10-15;13:37:58.338337580
22.25;2021-10-15;13:38:02.144311115
22.25;2021-10-15;13:38:06.489716807
22.25;2021-10-15;13:38:09.746625269
-300.0;2021-10-15;13:38:12.059961151
22.25;2021-10-15;13:38:16.856893060
22.25;2021-10-15;13:38:19.726265740
22.25;2021-10-15;13:38:23.565899944
22.25;2021-10-15;13:38:29.286581135
22.25;2021-10-15;13:38:32.147808631
22.25;2021-10-15;13:38:35.436870694
22.25;2021-10-15;13:38:39.749011518
22.25;2021-10-15;13:38:47.326257817
22.25;2021-10-15;13:38:50.658597278
22.25;2021-10-15;13:38:53.960088943
22.25;2021-10-15;13:38:58.770227509
22.25;2021-10-15;13:39:02.609078718
22.25;2021-10-15;13:39:04.967784365
22.25;2021-10-15;13:39:09.759704231
-300.0;2021-10-15;13:39:14.007915297
22.25;2021-10-15;13:39:17.778097029
22.25;2021-10-15;13:39:19.635639922
22.25;2021-10-15;13:39:25.299982529
22.25;2021-10-15;13:39:27.207255101
22.25;2021-10-15;13:39:31.958055587
22.25;2021-10-15;13:39:36.197345343
22.25;2021-10-15;13:39:38.987667905
22.25;2021-10-15;13:39:44.167610929
22.25;2021-10-15;13:39:47.468975856
-300.0;2021-10-15;13:39:50.335689384
22.25;2021-10-15;13:39:54.687292051
22.25;2021-10-15;13:39:58.315172419
22.25;2021-10-15;13:40:02.126727798
22.25;2021-10-15;13:40:06.359065250
22.25;2021-10-15;13:40:10.165238473
22.25;2021-10-15;13:40:12.496530413
22.25;2021-10-15;13:40:20.416567637
22.25;2021-10-15;13:40:22.697128552
22.25;2021-10-15;13:40:26.955959854
22.25;2021-10-15;13:40:29.806201405
22.25;2021-10-15;13:40:34.534260343
22.25;2021-10-15;13:40:38.746699125
22.25;2021-10-15;13:40:42.616638121
22.25;2021-10-15;13:40:46.349706188
