Temperature;Date;Time
24.0;2021-10-15;13:24:03.554912094
-300.0;2021-10-15;13:24:06.880162354
24.0;2021-10-15;13:24:12.671894183
24.0;2021-10-15;13:24:16.495941503
24.0;2021-10-15;13:24:19.333631372
24.0;2021-10-15;13:24:22.191266234
24.0;2021-10-15;13:24:25.484533720
-300.0;2021-10-15;13:24:28.701823758
24.0;2021-10-15;13:24:32.951413753
24.0;2021-10-15;13:24:36.859794453
24.0;2021-10-15;13:24:40.083503911
24.0;2021-10-15;13:24:42.923142828
24.0;2021-10-15;13:24:46.662358483
24.0;2021-10-15;13:24:49.549048626
24.0;2021-10-15;13:24:53.311526064
24.0;2021-10-15;13:24:57.149576539
24.0;2021-10-15;13:25:01.989967489
24.0;2021-10-15;13:25:04.831735116
24.0;2021-10-15;13:25:09.142832661
24.0;2021-10-15;13:25:13.449704177
24.0;2021-10-15;13:25:16.840930878
24.0;2021-10-15;13:25:21.100449023
24.0;2021-10-15;13:25:24.382588481
24.0;2021-10-15;13:25:27.228663433
24.0;2021-10-15;13:25:31.970203778
24.0;2021-10-15;13:25:33.838275129
-300.0;2021-10-15;13:25:38.071628232
24.0;2021-10-15;13:25:41.851025690
24.0;2021-10-15;13:25:47.157682468
24.0;2021-10-15;13:25:49.343325864
24.0;2021-10-15;13:25:54.128771336
24.0;2021-10-15;13:25:58.422680457
24.0;2021-10-15;13:26:00.751007684
24.0;2021-10-15;13:26:05.037904283
24.0;2021-10-15;13:26:12.167900235
24.0;2021-10-15;13:26:16.497599670
24.0;2021-10-15;13:26:18.827694227
24.0;2021-10-15;13:26:23.997774825
24.0;2021-10-15;13:26:27.848335830
-300.0;2021-10-15;13:26:32.667719227
24.0;2021-10-15;13:26:35.481783364
24.0;2021-10-15;13:26:39.789739348
24.0;2021-10-15;13:26:44.068616903
24.0;2021-10-15;13:26:48.471633112
24.0;2021-10-15;13:26:50.350283036
24.0;2021-10-15;13:26:55.742348269
-300.0;2021-10-15;13:26:58.118622982
24.0;2021-10-15;13:27:03.927327043
24.0;2021-10-15;13:27:06.257319350
24.0;2021-10-15;13:27:11.051078772
24.0;2021-10-15;13:27:14.819992919
24.0;2021-10-15;13:27:16.696985614
24.0;2021-10-15;13:27:21.007190281
24.0;2021-10-15;13:27:25.708121607
24.0;2021-10-15;13:27:29.968025132
